id,nome,partido,categoria,igreja,UF,eleito,capilaridade,primeira,sexo,evangelico,num_votos,filiados,perc_agp,perc_agr,perc_com,perc_fin,perc_ind,perc_inf,perc_ser,perc_pf,perc_rp,perc_votos,posicao,decil_filiados,decil_deputados,receita_agp,receita_agr,receita_com,receita_fin,receita_ind,receita_inf,receita_pf,receita_rp,receita_ser,total_receita
583057,BEATRIZ KICIS TORRENTS DE SORDI,PRP,DIREITA,,DF,1,1.000,1,1,0,86415,250595,0.58,0.01,0.53,0.01,0.15,0.59,0.81,0.78,0.00,0.99,0.35,0.60,0.20,91536.03,250.00,9300.00,1500.00,1500.00,53700.00,27895.00,0.00,135033.00,320714.03
584650,RAIMUNDO MAGALHÃES COSTA,PRP,DIREITA,,BA,1,0.392,0,0,0,38829,250595,0.00,0.00,0.34,0.00,0.00,0.00,0.74,0.68,0.00,0.89,0.35,0.60,0.20,680.00,0.00,5000.00,0.00,0.00,0.00,17730.00,0.00,57000.00,80410.00
580166,WLADIMIR BARROS ASSED MATHEUS DE OLIVEIRA,PRP,DIREITA,Presbiteriana,RJ,1,0.265,1,0,1,39398,250595,0.69,0.00,0.82,0.00,0.00,0.00,0.19,0.35,0.00,0.96,0.35,0.60,0.20,17188.50,0.00,113307.00,0.00,0.00,0.00,2180.00,0.00,2000.00,134675.50
583447,ALCIDES RODRIGUES FILHO,PRP,DIREITA,,GO,1,0.851,0,0,0,64941,250595,0.85,0.46,0.77,0.00,0.00,0.42,0.56,0.88,0.89,0.92,0.35,0.60,0.20,501219.33,30000.00,90000.00,0.00,0.00,20954.00,78702.00,21064.00,16908.00,758847.33
584903,DANILO JORGE DE BARROS CABRAL,PSB,CENTRO,,PE,1,0.775,0,0,0,91635,655896,0.75,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.89,0.97,-0.13,0.80,0.80,1323723.91,0.00,0.00,0.00,2500.00,0.00,0.00,30000.00,0.00,1356223.91
580872,ROSANA DE OLIVEIRA VALLE,PSB,CENTRO,,SP,1,0.308,1,1,0,106100,655896,0.82,0.00,0.00,0.00,0.00,0.00,0.31,0.79,0.00,0.98,-0.13,0.80,0.80,344948.25,0.00,0.00,0.00,0.00,0.00,27200.00,0.00,5000.00,377148.25
586006,VILSON LUIZ DA SILVA,PSB,CENTRO,,MG,1,0.663,0,0,0,70481,655896,0.87,0.00,0.24,0.00,0.00,0.00,0.56,0.59,0.52,0.96,-0.13,0.80,0.80,502526.11,0.00,3127.00,0.00,0.00,0.00,15567.00,2061.00,29115.00,552396.11
584904,FELIPE AUGUSTO LYRA CARRERAS,PSB,CENTRO,,PE,1,0.716,0,0,0,114268,655896,0.74,0.00,0.88,0.42,0.73,0.10,0.88,0.67,0.00,0.98,-0.13,0.80,0.80,1317479.12,0.00,100000.00,9999.99,110000.00,2000.00,25369.22,0.00,169970.99,1734819.32
582609,LUCIANO DUCCI,PSB,CENTRO,,PR,1,0.604,0,0,0,98214,655896,0.80,0.00,0.79,0.00,0.38,0.64,0.74,0.75,0.81,0.98,-0.13,0.80,0.80,1600000.00,0.00,90303.81,0.00,6500.00,20000.00,44400.00,71722.04,240500.00,2073425.85
580886,JEFFERSON ALVES DE CAMPOS,PSB,CENTRO,IEQ,SP,1,0.762,0,0,1,99974,655896,0.91,0.00,0.00,0.00,0.00,0.00,0.38,0.76,0.67,0.98,-0.13,0.80,0.80,1308600.00,0.00,0.00,0.00,0.00,0.00,20678.00,5350.00,7968.00,1342596.00
586070,EMIDIO ALVES MADEIRA JUNIOR,PSB,CENTRO,,MG,1,0.000,0,0,0,,655896,0.89,0.00,0.09,0.00,0.19,0.00,0.85,0.62,0.00,0.00,-0.13,0.80,0.80,800000.00,0.00,1200.00,0.00,2000.00,0.00,19600.00,0.00,536122.61,1358922.61
584905,LUIZ GONZAGA PATRIOTA,PSB,CENTRO,,PE,1,0.770,0,0,0,80498,655896,0.72,0.00,0.00,0.00,0.00,0.00,0.85,0.78,0.00,0.96,-0.13,0.80,0.80,1300145.20,0.00,0.00,0.00,0.00,0.00,45500.00,0.00,138600.00,1484245.20
585458,ALIEL MACHADO BARK,PSB,CENTRO,,PR,1,0.711,0,0,0,95386,655896,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.82,0.97,-0.13,0.80,0.80,1350875.23,0.00,0.00,0.00,0.00,0.00,17902.00,82000.00,0.00,1450777.23
580969,RODRIGO ANTONIO DE AGOSTINHO MENDONÇA,PSB,CENTRO,,SP,1,0.310,0,0,0,100179,655896,0.72,0.33,0.21,0.59,0.40,0.57,0.54,0.82,0.32,0.98,-0.13,0.80,0.80,102675.71,11000.00,3000.00,35000.00,6000.00,37000.00,34010.00,671.37,18000.00,247357.08
582020,RODRIGO COELHO,PSB,CENTRO,,SC,1,0.654,0,0,0,43314,655896,0.80,0.00,0.00,0.79,0.00,0.00,0.57,0.91,0.00,0.89,-0.13,0.80,0.80,500000.00,0.00,0.00,245000.00,0.00,0.00,55638.50,0.00,15581.75,816220.25
586059,JULIO CESAR DELGADO,PSB,CENTRO,,MG,1,0.494,0,0,0,58413,655896,0.94,0.00,0.45,0.59,0.00,0.08,0.74,0.25,0.88,0.95,-0.13,0.80,0.80,1404070.00,0.00,10000.00,50000.00,0.00,1500.00,2000.00,45000.00,105000.00,1617570.00
580982,LUIZ FLAVIO GOMES,PSB,CENTRO,,SP,1,0.796,1,0,0,86433,655896,0.17,0.00,0.00,0.00,0.00,0.00,0.84,0.37,0.00,0.97,-0.13,0.80,0.80,4572.05,0.00,0.00,0.00,0.00,0.00,2650.00,0.00,1595300.00,1602522.05
585157,GERVÁSIO AGRIPINO MAIA,PSB,CENTRO,,PB,1,0.949,0,0,0,146860,655896,0.90,0.00,0.00,0.50,0.00,0.00,0.82,0.84,0.00,1.00,-0.13,0.80,0.80,806870.00,0.00,0.00,2200.00,0.00,0.00,57769.00,0.00,59975.00,926814.00
583879,CARLOS CAMILO GOES CAPIBERIBE,PSB,CENTRO,,AP,1,0.950,0,0,0,24987,655896,0.83,0.00,0.21,0.00,0.00,0.00,0.25,0.26,0.00,1.00,-0.13,0.80,0.80,500000.00,0.00,2000.00,0.00,0.00,0.00,2211.00,0.00,3000.00,507211.00
578436,RAFAEL HUETE DA MOTTA,PSB,CENTRO,,RN,1,0.930,0,0,0,82791,655896,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,-0.13,0.80,0.80,1510000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1510000.00
584631,LÍDICE DA MATA E SOUZA,PSB,CENTRO,,BA,1,0.772,0,1,0,104348,655896,0.83,0.05,0.64,0.48,0.00,0.56,0.57,0.84,0.77,0.97,-0.13,0.80,0.80,1530187.96,300.00,16500.00,10750.00,0.00,19650.00,118075.56,34950.00,23500.00,1753913.52
583171,UBIRAJARA DO PINDARÉ ALMEIDA SOUSA,PSB,CENTRO,,MA,1,0.820,0,0,0,99598,655896,0.59,0.00,0.34,0.00,0.00,0.00,0.70,0.74,0.00,0.95,-0.13,0.80,0.80,502210.00,0.00,4000.00,0.00,0.00,0.00,37170.00,0.00,30200.00,573580.00
584636,JOSÉ MARCELO DO NASCIMENTO NILO,PSB,CENTRO,,BA,1,0.754,0,0,0,115277,655896,0.69,0.00,0.00,0.00,0.00,0.53,0.50,0.09,0.00,0.98,-0.13,0.80,0.80,420610.00,0.00,0.00,0.00,0.00,17000.00,300.00,0.00,20000.00,457910.00
582848,FELIPE RIGONI LOPES,PSB,CENTRO,,ES,1,0.924,0,0,0,84405,655896,0.69,0.25,0.96,0.63,0.42,1.00,0.71,0.93,0.00,1.00,-0.13,0.80,0.80,154980.30,12500.00,44987.42,131425.04,5000.00,172000.00,122051.53,0.00,264051.08,906995.37
579958,ALESSANDRO LUCCIOLA MOLON,PSB,CENTRO,,RJ,1,0.884,0,0,0,227914,655896,0.97,0.37,0.62,0.55,0.00,0.00,0.68,0.73,0.00,1.00,-0.13,0.80,0.80,1300000.00,22500.00,23000.00,30000.00,0.00,0.00,20106.01,0.00,49000.00,1444606.01
578915,LIZIANE BAYER DA COSTA,PSB,CENTRO,IIGD,RS,1,0.812,0,1,1,52977,655896,0.84,0.00,0.00,0.00,0.00,0.00,0.15,0.69,0.00,0.93,-0.13,0.80,0.80,500720.00,0.00,0.00,0.00,0.00,0.00,27282.56,0.00,1400.00,529402.56
582849,PAULO ROBERTO FOLETTO,PSB,CENTRO,,ES,1,0.866,0,0,0,55957,655896,0.93,0.00,0.00,0.00,0.00,0.00,0.57,0.16,0.00,0.96,-0.13,0.80,0.80,1345900.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,21167.53,1368067.53
585124,CASSIO COELHO ANDRADE,PSB,CENTRO,,PA,1,0.850,0,0,0,130768,655896,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.92,-0.13,0.80,0.80,549584.00,0.00,0.00,0.00,0.00,0.00,13028.80,0.00,0.00,562612.80
578857,HEITOR JOSÉ SCHUCH,PSB,CENTRO,,RS,1,0.807,0,0,0,109053,655896,0.93,0.24,0.00,0.00,0.00,0.00,0.00,0.72,0.46,0.99,-0.13,0.80,0.80,1300600.00,3000.00,0.00,0.00,0.00,0.00,39300.00,1800.00,0.00,1344700.00
583458,ELIAS VAZ DE ANDRADE,PSB,CENTRO,,GO,1,0.698,0,0,0,74877,655896,0.86,0.00,0.00,0.00,0.39,0.00,0.47,0.78,0.00,0.94,-0.13,0.80,0.80,572117.50,0.00,0.00,0.00,5000.00,0.00,44004.00,0.00,9500.00,630621.50
585717,ÁTILA FREITAS LIRA,PSB,CENTRO,,PI,1,0.777,0,0,0,54095,655896,0.91,0.00,0.74,0.67,0.00,0.00,0.78,0.00,0.00,0.90,-0.13,0.80,0.80,1300000.00,0.00,40179.00,10504.00,0.00,0.00,0.00,0.00,40060.35,1390743.35
584173,JOÃO HENRIQUE HOLANDA CALDAS,PSB,CENTRO,IIGD,AL,1,0.945,0,0,1,178645,655896,0.93,0.00,0.00,0.00,0.00,0.67,0.78,0.00,0.00,0.99,-0.13,0.80,0.80,1308000.00,0.00,0.00,0.00,0.00,30000.00,0.00,0.00,57400.00,1395400.00
578556,MAURO NAZIF RASUL,PSB,CENTRO,,RO,1,0.803,0,0,0,30399,655896,0.75,0.00,0.29,0.00,0.00,0.44,0.44,0.76,0.00,0.94,-0.13,0.80,0.80,510000.00,0.00,3000.00,0.00,0.00,2540.00,62972.00,0.00,12200.00,590712.00
582957,DENIS ANDERSON DA ROCHA BEZERRA,PSB,CENTRO,,CE,1,0.839,1,0,0,106294,655896,0.64,0.00,0.00,0.73,0.00,0.00,0.62,0.76,0.00,0.95,-0.13,0.80,0.80,401390.00,0.00,0.00,35000.00,0.00,0.00,51350.00,0.00,134580.00,622320.00
584897,JOAO HENRIQUE DE ANDRADE LIMA CAMPOS,PSB,CENTRO,,PE,1,0.947,1,0,0,460387,655896,0.77,0.00,0.60,0.00,0.00,0.36,0.87,0.84,0.00,1.00,-0.13,0.80,0.80,1547423.21,0.00,30000.00,0.00,0.00,8000.00,61000.00,0.00,145000.00,1791423.21
584901,FRANCISCO TADEU BARBOSA DE ALENCAR,PSB,CENTRO,,PE,1,0.707,0,0,0,53597,655896,0.74,0.00,0.33,0.00,0.00,0.00,0.68,0.55,0.00,0.92,-0.13,0.80,0.80,1319938.20,0.00,5000.00,0.00,0.00,0.00,8900.00,0.00,50250.00,1384088.20
579564,OTONI MOURA DE PAULO JUNIOR,PSC,DIREITA,AD,RJ,1,0.888,0,0,1,120498,423143,0.78,0.00,0.87,0.00,0.00,0.00,0.48,0.79,0.00,1.00,0.57,0.80,0.40,52466.75,0.00,180000.00,0.00,0.00,0.00,32356.22,0.00,10520.00,275342.97
582138,GILBERTO NASCIMENTO SILVA,PSC,DIREITA,AD-VEC,SP,1,0.738,0,0,1,91797,423143,0.90,0.00,0.42,0.00,0.00,0.00,0.00,0.62,0.00,0.97,0.57,0.80,0.40,1271060.71,0.00,10000.00,0.00,0.00,0.00,10000.00,0.00,0.00,1291060.71
584794,ANDRE FERREIRA RODRIGUES,PSC,DIREITA,AD,PE,1,0.830,0,0,1,175834,423143,0.65,0.58,0.85,0.00,0.27,0.00,0.70,0.69,0.00,1.00,0.57,0.80,0.40,682760.70,35000.00,79666.67,0.00,10000.00,0.00,33136.67,0.00,57522.00,898086.04
585497,PAULO EDUARDO LIMA MARTINS,PSC,DIREITA,,PR,1,0.827,0,0,0,118754,423143,0.75,0.00,0.14,0.00,0.00,0.60,0.68,0.56,0.00,0.99,0.57,0.80,0.40,1049715.00,0.00,1500.00,0.00,0.00,15000.00,11473.00,0.00,82080.00,1159768.00
581607,JOSÉ VALDEVAN DE JESUS SANTOS,PSC,DIREITA,AD,SE,1,0.886,0,0,1,45472,423143,0.00,0.00,0.85,1.00,0.68,0.73,0.83,0.93,0.00,0.93,0.57,0.80,0.40,1000.00,0.00,7000.00,17000.00,5100.00,7050.00,236523.40,0.00,78519.60,352193.00
586128,EUCLYDES MARCOS PETTERSEN NETO,PSC,DIREITA,,MG,1,0.352,0,0,0,65316,423143,0.92,0.00,0.79,0.00,0.00,0.00,0.79,0.79,0.00,0.96,0.57,0.80,0.40,1191656.20,0.00,129850.00,0.00,0.00,0.00,73150.00,0.00,228126.72,1622782.92
583509,GLAUSKSTON BATISTA RIOS,PSC,DIREITA,AD-MM,GO,1,0.923,1,0,1,100437,423143,0.78,0.28,0.84,0.00,0.43,0.00,0.29,0.43,0.00,0.98,0.57,0.80,0.40,151528.33,9000.00,1838700.00,0.00,6000.00,0.00,5000.00,0.00,3500.00,2013728.33
581156,OSIRES RODRIGUES DAMASO,PSC,DIREITA,,TO,1,0.955,0,0,0,58726,423143,0.71,0.00,0.86,0.00,0.20,0.00,0.00,0.00,0.00,0.99,0.57,0.80,0.40,290355.60,0.00,235684.49,0.00,1000.00,0.00,0.00,0.00,0.00,527040.09
581941,RICARDO ZANATTA GUIDI,PSD,DIREITA,,SC,1,0.741,0,0,0,61830,327038,0.83,0.84,0.00,0.00,0.00,0.34,0.00,0.39,0.00,0.94,0.42,0.60,0.90,700000.00,40533.24,0.00,0.00,0.00,3000.00,4303.00,0.00,0.00,747836.24
578653,ALEXANDRE AUGUSTUS SERFIOTIS,PSD,DIREITA,Outras,RJ,1,0.502,0,0,1,37526,327038,0.96,0.00,0.24,0.07,0.00,0.28,0.00,0.38,0.00,0.96,0.42,0.60,0.90,1061450.93,0.00,3000.00,1500.00,0.00,5000.00,2500.00,0.00,0.00,1073450.93
584224,CHARLES FERNANDES SILVEIRA SANTANA,PSD,DIREITA,Outras,BA,1,0.416,0,0,1,74116,327038,0.74,0.00,0.79,0.00,0.00,0.00,0.76,0.51,0.00,0.93,0.42,0.60,0.90,824445.52,0.00,65089.30,0.00,0.00,0.00,5706.66,0.00,63400.00,958641.48
585057,JOÃO FERRARI JUNIOR,PSD,DIREITA,,PA,1,0.831,0,0,0,146678,327038,0.73,0.00,0.00,0.00,0.00,0.00,0.78,0.67,0.00,0.96,0.42,0.60,0.90,325288.75,0.00,0.00,0.00,0.00,0.00,50100.00,0.00,114500.00,489888.75
581944,DARCI DE MATOS,PSD,DIREITA,,SC,1,0.817,0,0,0,68130,327038,0.71,0.00,0.00,0.24,0.40,0.14,0.60,0.94,0.00,0.94,0.42,0.60,0.90,200230.00,0.00,0.00,8040.00,7750.00,1500.00,66770.00,0.00,19519.00,303809.00
578590,HUGO LEAL MELO DA SILVA,PSD,DIREITA,,RJ,1,0.827,0,0,0,63561,327038,0.95,0.66,0.87,0.35,0.00,0.28,0.81,0.70,0.00,0.99,0.42,0.60,0.90,957186.75,100000.00,180000.00,9997.00,0.00,5000.00,15975.99,0.00,649500.00,1917659.74
584225,ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO,PSD,DIREITA,,BA,1,0.662,0,0,0,127716,327038,0.74,0.00,0.00,0.00,0.00,0.00,0.81,0.00,0.00,0.99,0.42,0.60,0.90,820700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,202720.80,1023420.80
583777,SIDNEY RICARDO DE OLIVEIRA LEITE,PSD,DIREITA,,AM,1,0.867,0,0,0,77458,327038,0.89,0.00,0.12,0.00,0.00,0.00,0.27,0.00,0.00,0.96,0.42,0.60,0.90,847650.00,0.00,500.00,0.00,0.00,0.00,0.00,0.00,5000.00,853150.00
585058,JOAQUIM PASSARINHO PINTO DE SOUZA PORTO,PSD,DIREITA,,PA,1,0.798,0,0,0,95582,327038,0.25,0.00,0.81,0.00,0.00,0.88,0.62,0.66,0.96,0.89,0.42,0.60,0.90,8637.60,0.00,42800.00,0.00,0.00,10002.55,48050.00,142355.50,33100.85,284946.50
579134,HAROLDO ALVES CAMPOS,PSD,DIREITA,Batista,RR,1,0.988,1,0,1,14751,327038,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.93,0.00,1.00,0.42,0.60,0.90,4290.00,0.00,0.00,0.00,0.00,0.00,165902.04,0.00,1038475.52,1208667.56
578334,FÁBIO SALUSTINO MESQUITA DE FARIA,PSD,DIREITA,Batista,RN,1,0.887,0,0,1,70350,327038,0.81,0.01,0.74,0.72,0.67,0.90,0.80,0.94,0.00,0.93,0.42,0.60,0.90,1035000.00,4000.00,33720.00,60000.00,22000.00,55000.00,110064.00,0.00,64692.00,1384476.00
579016,DANRLEI DE DEUS HINTERHOLZ,PSD,DIREITA,,RS,1,0.895,0,0,0,102662,327038,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.42,0.60,0.90,1051478.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1051478.47
583188,EDILAZIO GOMES DA SILVA JUNIOR,PSD,DIREITA,,MA,1,0.850,0,0,0,106578,327038,0.64,0.00,0.00,1.00,0.00,0.55,0.50,0.76,0.00,0.97,0.42,0.60,0.90,794213.00,0.00,0.00,97920.00,0.00,7920.00,39760.00,0.00,13434.00,953247.00
585060,ÉDER MAURO CARDOSO BARRA,PSD,DIREITA,,PA,1,0.840,0,0,0,145653,327038,0.87,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.81,0.94,0.42,0.60,0.90,917088.80,0.00,0.00,0.00,0.00,0.00,0.00,17288.07,7500.00,941876.87
581507,ANTONIO CEZAR CORREIA FREIRE,PSD,DIREITA,AD-MM,SP,1,0.784,0,0,1,119024,327038,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.71,0.98,0.42,0.60,0.90,1050000.00,0.00,0.00,0.00,0.00,0.00,6000.00,7247.69,0.00,1063247.69
581525,MARCO AURELIO BERTAIOLLI,PSD,DIREITA,,SP,1,0.501,0,0,0,137628,327038,0.89,0.03,0.42,0.14,0.48,0.53,0.71,0.90,0.00,0.99,0.42,0.60,0.90,1200000.00,1000.00,10000.00,2000.00,10000.00,30000.00,83725.41,0.00,68000.00,1404725.41
583674,FRANCISCO RODRIGUES VALE JUNIOR,PSD,DIREITA,,GO,1,0.904,0,0,0,111788,327038,0.89,0.73,0.15,0.47,0.00,0.60,0.79,0.22,0.00,0.99,0.42,0.60,0.90,900000.00,90000.00,1500.00,20000.00,0.00,85000.00,1400.00,0.00,160673.98,1258573.98
586681,DIEGO LEONARDO DE ANDRADE CARVALHO,PSD,DIREITA,,MG,1,0.705,0,0,0,105803,327038,0.91,0.38,0.84,0.00,0.45,0.00,0.74,0.23,0.00,0.98,0.42,0.60,0.90,1065960.97,20000.00,350000.00,0.00,10000.00,0.00,1700.00,0.00,110099.99,1557760.96
586683,STEFANO AGUIAR DOS SANTOS,PSD,DIREITA,IEQ,MG,1,0.758,0,0,1,115795,327038,0.83,0.00,0.00,0.00,0.00,0.00,0.08,0.65,0.00,0.99,0.42,0.60,0.90,351603.75,0.00,0.00,0.00,0.00,0.00,22470.00,0.00,1000.00,375073.75
585741,JULIO CESAR DE CARVALHO LIMA,PSD,DIREITA,,PI,1,0.856,0,0,0,110804,327038,0.87,0.75,0.00,0.00,0.00,0.17,0.02,0.59,0.00,0.97,0.42,0.60,0.90,818850.70,106678.00,0.00,0.00,0.00,1526.40,9245.40,0.00,480.00,936780.50
586655,MISAEL ARTUR FERREIRA VARELLA,PSD,DIREITA,,MG,1,0.421,0,0,0,128537,327038,0.92,0.00,0.00,0.00,0.00,0.00,0.87,0.00,0.00,0.99,0.42,0.60,0.90,1093685.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,919140.00,2012825.85
584157,MARX BELTRÃO LIMA SIQUEIRA,PSD,DIREITA,,AL,1,0.979,0,0,0,139458,327038,0.85,0.00,0.00,0.00,0.01,0.00,0.00,0.67,0.00,0.97,0.42,0.60,0.90,1054621.94,0.00,0.00,0.00,1000.00,0.00,18000.00,0.00,0.00,1073621.94
581541,FÁBIO CRUZ MITIDIERI,PSD,DIREITA,,SE,1,0.972,0,0,0,102899,327038,0.92,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.42,0.60,0.90,760546.96,0.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,764546.96
578469,EXPEDITO GONÇALVES FERREIRA NETTO,PSD,DIREITA,,RO,1,0.969,0,0,0,39953,327038,0.76,0.00,0.59,0.00,0.13,0.15,0.68,0.85,0.00,0.99,0.42,0.60,0.90,618973.05,0.00,20900.00,0.00,1400.00,1400.00,129116.00,0.00,19300.00,791089.05
586417,FABIO RICARDO TRAD,PSD,DIREITA,,MS,1,0.941,0,0,0,89385,327038,0.87,0.00,0.56,0.01,0.00,0.00,0.80,0.81,0.00,1.00,0.42,0.60,0.90,555716.00,0.00,15475.00,2000.00,0.00,0.00,48840.00,0.00,66643.00,688674.00
582882,DOMINGOS GOMES DE AGUIAR NETO,PSD,DIREITA,,CE,1,0.815,0,0,0,111154,327038,0.74,0.00,0.62,0.87,0.00,0.00,0.59,0.69,0.00,0.96,0.42,0.60,0.90,897500.00,0.00,12800.00,63000.00,0.00,0.00,26000.00,0.00,73720.00,1073020.00
585574,ANDRE CARLOS ALVES DE PAULA FILHO,PSD,DIREITA,,PE,1,0.853,0,0,0,118641,327038,0.70,0.15,0.40,0.63,0.27,0.64,0.78,0.85,0.00,0.99,0.42,0.60,0.90,1076019.51,2000.00,5655.00,20000.00,10000.00,28800.00,66208.63,0.00,88000.00,1296683.14
579881,GILSON CARDOSO FAHUR,PSD,DIREITA,,PR,1,0.901,0,0,0,314963,327038,0.67,0.00,0.11,0.52,0.10,0.00,0.07,0.50,0.00,1.00,0.42,0.60,0.90,195715.00,0.00,1305.00,50000.00,1305.00,0.00,7830.00,0.00,990.00,257145.00
584247,OTTO ROBERTO MENDONÇA DE ALENCAR FILHO,PSD,DIREITA,,BA,1,0.762,1,0,0,185428,327038,0.77,0.00,0.17,0.00,0.00,0.59,0.60,0.69,0.00,1.00,0.42,0.60,0.90,920913.52,0.00,2000.00,0.00,0.00,20000.00,19124.00,0.00,29000.00,991037.52
579884,NELSI COGUETTO MARIA,PSD,DIREITA,,PR,1,0.540,0,0,0,70001,327038,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.89,0.94,0.42,0.60,0.90,35807.92,0.00,0.00,0.00,0.00,0.00,1500.00,1736500.00,0.00,1773807.92
584218,SERGIO LUIS LACERDA BRITO,PSD,DIREITA,Batista,BA,1,0.546,0,0,1,105427,327038,0.74,0.00,0.36,0.00,0.00,0.49,0.29,0.31,0.00,0.97,0.42,0.60,0.90,820408.00,0.00,6000.00,0.00,0.00,15000.00,2000.00,0.00,4000.00,847408.00
579885,NEY LEPREVOST NETO,PSD,DIREITA,,PR,1,0.525,0,0,0,92399,327038,0.76,0.00,0.85,0.64,0.64,0.75,0.76,0.81,0.00,0.97,0.42,0.60,0.90,1099125.00,0.00,117752.31,75421.55,25983.93,33115.50,236006.16,0.00,673765.18,2261169.63
578808,FLORDELIS DOS SANTOS DE SOUZA,PSD,DIREITA,AD,RJ,1,0.888,0,1,1,196959,327038,0.96,0.00,0.52,0.00,0.00,0.17,0.32,0.82,0.38,1.00,0.42,0.60,0.90,1036538.05,0.00,14300.00,0.00,0.00,2800.00,43100.00,1000.00,3800.00,1101538.05
584219,JOSE NUNES SOARES,PSD,DIREITA,,BA,1,0.460,0,0,0,99535,327038,0.79,0.00,0.89,0.00,0.00,0.72,0.57,0.73,0.00,0.95,0.42,0.60,0.90,990310.00,0.00,155814.63,0.00,0.00,45000.00,29042.90,0.00,24000.00,1244167.53
579789,SANDRO ALEX CRUZ DE OLIVEIRA,PSD,DIREITA,,PR,1,0.684,0,0,0,124512,327038,0.77,0.53,0.00,0.00,0.60,0.32,0.72,0.00,0.00,1.00,0.42,0.60,0.90,1128000.00,50125.00,0.00,0.00,20000.00,5000.00,0.00,0.00,133750.00,1336875.00
585990,AÉCIO NEVES DA CUNHA,PSDB,DIREITA,,MG,1,0.838,0,0,0,106702,1459663,0.98,0.00,0.50,0.23,0.00,0.68,0.74,0.76,0.00,0.98,0.50,1.00,0.70,2176126.03,0.00,12500.00,4000.00,0.00,122000.00,59295.00,0.00,114999.98,2488921.01
585205,RUY MANUEL CARNEIRO BARBOSA DE AÇA BELCHIOR,PSDB,DIREITA,,PB,1,0.809,0,0,0,61259,1459663,0.92,0.00,0.00,0.00,0.00,0.00,0.56,0.69,0.92,0.92,0.50,1.00,0.70,938300.00,0.00,0.00,0.00,0.00,0.00,9069.00,41690.14,8052.50,997111.64
585210,PEDRO OLIVEIRA CUNHA LIMA,PSDB,DIREITA,,PB,1,0.904,0,0,0,76754,1459663,0.96,0.00,0.55,0.00,0.00,0.00,0.80,0.65,0.00,0.95,0.50,1.00,0.70,1177094.00,0.00,25200.00,0.00,0.00,0.00,7300.00,0.00,59010.15,1268604.15
582056,GEOVANIA DE SA RODRIGUES,PSDB,DIREITA,AD,SC,1,0.928,0,1,1,101937,1459663,0.91,0.00,0.00,0.00,0.12,0.00,0.00,0.74,0.00,0.99,0.50,1.00,0.70,2050000.00,0.00,0.00,0.00,2860.00,0.00,15950.00,0.00,0.00,2068810.00
585211,EDNACE ALVES SILVESTRE HENRIQUE,PSDB,DIREITA,,PB,1,0.874,0,1,0,69935,1459663,0.89,0.00,0.00,0.75,1.00,0.00,0.00,0.50,0.00,0.93,0.50,1.00,0.70,776073.34,0.00,0.00,4000.00,50000.00,0.00,4000.00,0.00,0.00,834073.34
583897,LUIZ CARLOS GOMES DOS SANTOS JUNIOR,PSDB,DIREITA,,AP,1,0.970,0,0,0,14069,1459663,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.95,0.50,1.00,0.70,851208.45,0.00,0.00,0.00,0.00,0.00,600.00,0.00,0.00,851808.45
584668,ADOLFO VIANA DE CASTRO NETO,PSDB,DIREITA,,BA,1,0.774,0,0,0,102603,1459663,0.80,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.96,0.50,1.00,0.70,1197562.62,0.00,0.00,7145.00,0.00,0.00,0.00,0.00,0.00,1204707.62
579223,SHÉRIDAN ESTERFANY OLIVEIRA,PSDB,DIREITA,IEQ,RR,1,0.975,0,1,1,12129,1459663,0.95,0.00,0.00,0.00,0.00,0.00,0.30,0.81,0.00,0.97,0.50,1.00,0.70,2313027.50,0.00,0.00,0.00,0.00,0.00,27000.00,0.00,2500.00,2342527.50
584049,CYLMARA FERNANDES DA ROCHA GRIPP,PSDB,DIREITA,IURD,AC,1,0.900,1,1,1,40047,1459663,0.95,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,1.00,0.50,1.00,0.70,1629365.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500.00,1632865.55
