id,nome,partido,categoria,igreja,UF,eleito,capilaridade,primeira,sexo,evangelico,num_votos,filiados,perc_agp,perc_agr,perc_com,perc_fin,perc_ind,perc_inf,perc_ser,perc_pf,perc_rp,perc_votos,posicao,decil_filiados,decil_deputados,receita_agp,receita_agr,receita_com,receita_fin,receita_ind,receita_inf,receita_pf,receita_rp,receita_ser,total_receita
581690,GUILHERME MURARO DERRITE,PP,DIREITA,,SP,1,0.792,1,0,0,119034,1444626,0.86,0.00,0.42,0.00,0.48,0.00,0.62,0.35,0.00,0.99,0.60,1.00,1.00,790000.00,0.00,10000.00,0.00,10000.00,0.00,2500.00,0.00,30000.00,842500.00
583654,ANDRE LUIZ CARVALHO RIBEIRO,PP,DIREITA,,MA,1,0.814,0,0,0,105606,1444626,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.65,0.96,0.60,1.00,1.00,2311961.00,0.00,0.00,0.00,0.00,0.00,40000.00,10000.00,0.00,2361961.00
582634,EVAIR VIEIRA DE MELO,PP,DIREITA,,ES,1,0.860,0,0,0,48412,1444626,0.89,0.50,0.87,0.00,0.00,0.25,0.00,0.79,0.00,0.93,0.60,1.00,1.00,1044839.49,25000.00,35000.00,0.00,0.00,2323.03,37849.86,0.00,0.00,1145012.38
582001,LAERCIO JOSE DE OLIVEIRA,PP,DIREITA,Presbiteriana,SE,1,0.979,0,0,1,68014,1444626,0.99,0.00,0.93,0.00,0.00,0.00,0.48,0.80,0.00,1.00,0.60,1.00,1.00,1733330.16,0.00,25000.00,0.00,0.00,0.00,10703.42,0.00,5500.00,1774533.58
579159,JERÔNIMO PIZZOLOTTO GOERGEN,PP,DIREITA,,RS,1,0.859,0,0,0,89707,1444626,0.93,0.79,0.86,0.00,0.82,0.03,0.90,0.75,0.39,0.95,0.60,1.00,1.00,1497040.00,272000.00,260100.00,0.00,90000.00,1064.00,51835.00,1250.00,163100.00,2336389.00
581693,FAUSTO RUY PINATO,PP,DIREITA,IURD,SP,1,0.682,0,0,1,118684,1444626,0.93,0.20,0.00,0.06,0.00,0.00,0.52,0.68,0.14,0.98,0.60,1.00,1.00,1890692.00,4000.00,0.00,1000.00,0.00,0.00,13000.00,225.00,15132.31,1924049.31
584879,FERNANDO MONTEIRO DE ALBUQUERQUE,PP,DIREITA,,PE,1,0.750,0,0,0,82071,1444626,0.79,0.86,0.54,0.72,0.00,0.69,0.67,0.00,0.00,0.96,0.60,1.00,1.00,2108488.00,100000.00,20101.17,60000.00,0.00,39999.98,0.00,0.00,39000.00,2367589.15
583958,ARTHUR CESAR PEREIRA DE LIRA,PP,DIREITA,,AL,1,0.943,0,0,0,143858,1444626,0.94,0.00,0.00,0.00,0.00,0.00,0.69,0.70,0.00,0.98,0.60,1.00,1.00,1701707.16,0.00,0.00,0.00,0.00,0.00,19045.00,0.00,21041.00,1741793.16
584236,ULDURICO ALENCAR PINTO,PPL,DIREITA,,BA,1,0.438,0,0,0,66343,40243,0.59,0.25,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.92,0.35,0.20,0.10,98000.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,135725.90,237725.90
583114,PAULA MORENO PARO BELMONTE,PPS,CENTRO,,DF,1,1.000,1,1,0,46069,480748,0.59,0.00,0.00,0.00,0.00,0.00,0.87,0.00,0.00,0.97,-0.09,0.80,0.40,100000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2400000.00,2500000.00
585519,RUBENS BUENO,PPS,CENTRO,,PR,1,0.809,0,0,0,76471,480748,0.77,0.00,0.00,0.00,0.00,0.48,0.67,0.57,0.00,0.95,-0.09,0.80,0.40,1168128.11,0.00,0.00,0.00,0.00,9000.00,12034.00,0.00,79500.00,1268662.11
581818,CARMEN EMILIA BONFA ZANOTTO,PPS,CENTRO,,SC,1,0.838,0,1,0,84703,480748,0.88,0.00,0.61,0.00,0.00,0.19,0.48,0.86,0.00,0.97,-0.09,0.80,0.40,1188128.11,0.00,14490.77,0.00,0.00,1510.92,31576.69,0.00,9000.99,1244707.48
584975,DANIEL PIRES COELHO,PPS,CENTRO,,PE,1,0.760,0,0,0,97745,480748,0.72,0.00,0.92,0.00,0.41,0.59,0.00,0.26,0.00,0.97,-0.09,0.80,0.40,1302797.57,0.00,106865.32,0.00,15000.00,25000.00,1000.00,0.00,0.00,1450662.89
582833,JOSIAS MARIO DA VITORIA,PPS,CENTRO,,ES,1,0.924,0,0,0,74787,480748,0.83,0.00,0.00,0.00,0.75,0.00,0.49,0.89,0.84,0.99,-0.09,0.80,0.40,584192.92,0.00,0.00,0.00,27463.00,0.00,66755.00,23223.20,12603.01,714237.13
582112,ARNALDO CALIL PEREIRA JARDIM,PPS,CENTRO,,SP,1,0.710,0,0,0,132363,480748,0.90,0.70,0.78,0.41,0.78,0.62,0.76,0.62,0.00,0.99,-0.09,0.80,0.40,1228028.11,450150.00,181000.00,10000.00,235499.99,68000.00,9820.00,0.00,115500.00,2297998.10
582113,ALEX SPINELLI MANENTE,PPS,CENTRO,,SP,1,0.566,0,0,0,127366,480748,0.90,0.00,0.32,0.00,0.00,0.68,0.17,0.62,0.00,0.99,-0.09,0.80,0.40,1248803.11,0.00,6000.00,0.00,0.00,104000.00,10000.00,0.00,2000.00,1370803.11
580313,MARCELO CALERO FARIA GARCIA,PPS,CENTRO,,RJ,1,0.818,0,0,0,50533,480748,0.89,0.81,0.83,0.86,0.43,0.73,0.79,0.86,0.00,0.98,-0.09,0.80,0.40,347886.75,120000.00,127000.00,190000.00,10000.00,102000.00,63735.48,0.00,212100.00,1172722.23
580292,ALTINEU CORTES FREITAS COUTINHO,PR,DIREITA,AD-MM,RJ,1,0.657,0,0,1,55367,796942,0.97,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.46,0.80,0.80,1366706.70,0.00,1944.71,0.00,0.00,0.00,0.00,0.00,0.00,1368651.41
582104,LUIZ CARLOS MOTTA,PR,DIREITA,,SP,1,0.692,0,0,0,75218,796942,0.92,0.00,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.96,0.46,0.80,0.80,1707505.00,0.00,0.00,132000.00,0.00,0.00,0.00,0.00,0.00,1839505.00
580270,SORAYA ALENCAR DOS SANTOS,PR,DIREITA,,RJ,1,0.832,0,1,0,48328,796942,0.99,0.00,0.00,0.00,0.00,0.19,0.00,0.41,0.00,0.98,0.46,0.80,0.80,2409096.00,0.00,0.00,0.00,0.00,3000.00,3000.00,0.00,0.00,2415096.00
582102,KATIA DA SILVA SASTRE,PR,DIREITA,AD,SP,1,0.828,1,1,1,264013,796942,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.52,1.00,0.46,0.80,0.80,1100000.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,0.00,1104000.00
585263,JOSÉ WELLINGTON ROBERTO,PR,DIREITA,,PB,1,0.894,0,0,0,107465,796942,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.46,0.80,0.80,1660000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1660000.00
582075,PAULO ROBERTO FREIRE DA COSTA,PR,DIREITA,AD,SP,1,0.780,0,0,1,109461,796942,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.98,0.46,0.80,0.80,2091765.71,0.00,0.00,0.00,0.00,0.00,2500.00,0.00,0.00,2094265.71
584098,MARCELO RAMOS RODRIGUES,PR,DIREITA,,AM,1,0.938,0,0,0,106805,796942,0.93,0.00,0.18,0.00,0.00,0.00,0.00,0.19,0.00,0.96,0.46,0.80,0.80,1426900.00,0.00,1000.00,0.00,0.00,0.00,1000.00,0.00,0.00,1428900.00
582083,FRANCISCO EVERARDO OLIVEIRA SILVA,PR,DIREITA,,SP,1,0.844,0,0,0,453855,796942,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.46,0.80,0.80,1203200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1203200.00
582098,JOSÉ AUGUSTO ROSA,PR,DIREITA,,SP,1,0.835,0,0,0,242327,796942,0.93,0.00,0.00,0.11,0.00,0.00,0.00,0.72,0.72,1.00,0.46,0.80,0.80,2167132.75,0.00,0.00,1500.00,0.00,0.00,16100.00,7620.00,0.00,2192352.75
579212,EDIO VIEIRA LOPES,PR,DIREITA,,RR,1,0.988,0,0,0,11952,796942,0.94,0.00,0.00,0.00,0.00,0.00,0.49,0.84,0.12,0.97,0.46,0.80,0.80,1800000.00,0.00,0.00,0.00,0.00,0.00,44120.00,1064.00,6000.00,1851184.00
583121,FLAVIA CAROLINA PERES,PR,DIREITA,Outras,DF,1,0.995,1,1,1,121340,796942,0.86,0.00,0.00,0.00,0.00,0.00,0.29,0.24,0.00,1.00,0.46,0.80,0.80,2400000.00,0.00,0.00,0.00,0.00,0.00,1500.00,0.00,2500.00,2404000.00
585490,CHRISTIANE DE SOUZA YARED,PR,DIREITA,Outras,PR,1,0.691,0,1,1,107636,796942,0.82,0.00,0.09,0.00,0.00,0.00,0.00,0.63,0.00,0.98,0.46,0.80,0.80,2479092.19,0.00,1293.00,0.00,0.00,0.00,17028.00,0.00,0.00,2497413.19
583711,VINÍCIUS DE AZEVEDO GURGEL,PR,DIREITA,,AP,1,0.990,0,0,0,18818,796942,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.46,0.80,0.80,1650000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1650000.00
578402,JOÃO DA SILVA MAIA,PR,DIREITA,,RN,1,0.942,0,0,0,93505,796942,0.89,0.00,0.90,0.58,0.00,0.00,0.84,0.12,0.00,0.98,0.46,0.80,0.80,2243270.00,0.00,100000.00,50000.00,0.00,0.00,400.00,0.00,70000.00,2463670.00
584884,SEBASTIÃO IGNACIO DE OLIVEIRA JUNIOR,PR,DIREITA,,PE,1,0.825,0,0,0,129978,796942,0.76,0.00,0.00,0.22,0.00,0.45,0.77,0.86,0.00,1.00,0.46,0.80,0.80,1400000.00,0.00,0.00,5000.00,0.00,15500.00,66700.00,0.00,66500.00,1553700.00
585491,LUIZ HILOSHI NISHIMORI,PR,DIREITA,,PR,1,0.755,0,0,0,73344,796942,0.82,0.67,0.88,0.00,0.00,0.00,0.53,0.69,0.00,0.95,0.46,0.80,0.80,2001125.00,130000.00,250000.00,0.00,0.00,0.00,25000.00,0.00,25000.00,2431125.00
583218,JOSIMAR CUNHA RODRIGUES,PR,DIREITA,AD,MA,1,0.870,0,0,1,195768,796942,0.76,0.00,0.62,0.00,0.70,0.68,0.72,0.83,0.00,1.00,0.46,0.80,0.80,1907950.00,0.00,21500.00,0.00,9600.00,404076.40,119200.00,0.00,31900.00,2494226.40
585492,FERNANDO LUCIO GIACOBO,PR,DIREITA,,PR,1,0.598,0,0,0,111384,796942,0.81,0.00,0.00,0.00,0.81,0.00,0.44,0.65,0.00,0.99,0.46,0.80,0.80,2000000.00,0.00,0.00,0.00,150000.00,0.00,20200.00,0.00,12516.81,2182716.81
583220,JOSE LOURENÇO BONFIM JUNIOR,PR,DIREITA,,MA,1,0.790,0,0,0,117033,796942,0.74,0.00,0.00,0.00,0.00,0.00,0.87,0.00,0.69,0.99,0.46,0.80,0.80,1570000.00,0.00,0.00,0.00,0.00,0.00,0.00,14000.00,65912.20,1649912.20
581634,JOÃO BOSCO DA COSTA,PR,DIREITA,,SE,1,0.907,0,0,0,47788,796942,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.46,0.80,0.80,2130630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2130630.00
586322,LINCOLN DINIZ PORTELA,PR,DIREITA,Batista,MG,1,0.792,0,0,1,105731,796942,0.96,0.00,0.00,0.00,0.00,0.00,0.28,0.57,0.00,0.98,0.46,0.80,0.80,1637750.00,0.00,0.00,0.00,0.00,0.00,13000.00,0.00,4100.00,1654850.00
582837,LAURIETE RODRIGUES DE JESUS MALTA,PR,DIREITA,AD,ES,1,0.946,0,1,1,51983,796942,0.97,0.00,0.00,0.00,0.00,0.00,0.40,0.29,0.00,0.94,0.46,0.80,0.80,2300000.00,0.00,0.00,0.00,0.00,0.00,3070.00,0.00,9650.00,2312720.00
585090,CRISTIANO DUTRA VALE,PR,DIREITA,Outras,PA,1,0.868,0,0,1,176812,796942,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,1.00,0.46,0.80,0.80,891335.63,0.00,0.00,0.00,0.00,0.00,0.00,8000.00,0.00,899335.63
585758,FABIO ABREU COSTA,PR,DIREITA,,PI,1,0.866,0,0,0,132719,796942,0.92,0.00,0.11,0.34,0.75,0.00,0.50,0.78,1.00,1.00,0.46,0.80,0.80,1350560.00,0.00,1500.00,5200.00,5200.00,0.00,20763.00,98331.78,11400.00,1492954.78
579288,GIOVANI CHERINI,PR,DIREITA,,RS,1,0.908,0,0,0,151719,796942,0.97,0.00,0.10,0.00,0.00,0.00,0.49,0.42,0.00,1.00,0.46,0.80,0.80,2301478.47,0.00,1064.10,0.00,0.00,0.00,4190.00,0.00,7724.40,2314456.97
584012,SÉRGIO TOLEDO DE ALBUQUERQUE,PR,DIREITA,,AL,1,0.912,0,0,0,98201,796942,0.89,0.00,0.93,0.50,0.00,0.00,0.90,0.91,0.00,0.95,0.46,0.80,0.80,1262322.68,0.00,21200.00,5170.00,0.00,0.00,32330.00,0.00,137200.00,1458222.68
583540,MAGDA MOFATTO HON,PR,DIREITA,,GO,1,0.889,0,1,0,88894,796942,0.97,0.00,0.42,0.10,0.00,0.16,0.84,0.89,0.00,0.97,0.46,0.80,0.80,2000000.00,0.00,15015.00,1100.00,0.00,4200.00,92375.00,0.00,258373.48,2371063.48
581154,VICENTE ALVES DE OLIVEIRA JUNIOR,PR,DIREITA,,TO,1,0.955,0,0,0,49868,796942,0.86,0.67,0.76,0.01,0.80,0.80,0.65,0.87,0.00,0.98,0.46,0.80,0.80,1149984.00,7000.00,20000.00,1500.00,4000.00,42000.00,113500.00,0.00,54500.00,1392484.00
584586,JOAO CARLOS PAOLILO BACELAR FILHO,PR,DIREITA,,BA,1,0.640,0,0,0,84684,796942,0.85,0.00,0.77,0.00,0.00,0.75,0.62,0.00,0.00,0.94,0.46,0.80,0.80,2030553.75,0.00,62000.00,0.00,0.00,140150.00,0.00,0.00,30000.00,2262703.75
584384,JAZIEL PEREIRA DE SOUSA,PR,DIREITA,AD,CE,1,0.902,0,0,1,65300,796942,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.46,0.80,0.80,1700000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1700000.00
584588,JOSE ALVES ROCHA,PR,DIREITA,,BA,1,0.699,0,0,0,84016,796942,0.81,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.46,0.80,0.80,1420310.00,0.00,12289.54,0.00,0.00,0.00,0.00,0.00,0.00,1432599.54
582121,MARCIO LUIZ ALVINO DE SOUZA,PR,DIREITA,,SP,1,0.611,0,0,0,135844,796942,0.88,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.99,0.46,0.80,0.80,958855.00,0.00,0.00,0.00,13.20,0.00,0.00,0.00,0.00,958868.20
582127,MIGUEL LOMBARDI,PR,DIREITA,,SP,1,0.534,0,0,0,93093,796942,0.93,0.38,0.60,0.11,0.53,0.00,0.00,0.39,0.28,0.97,0.46,0.80,0.80,1921573.75,15000.00,30000.00,1500.00,15000.00,0.00,3000.00,600.00,0.00,1986673.75
583961,SEVERINO DE LIRA PESSÔA,PRB,DIREITA,,AL,1,0.867,0,0,0,70413,398563,0.80,0.00,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.45,0.70,0.80,843185.39,0.00,14470.53,0.00,0.00,0.00,0.00,0.00,0.00,857655.92
579187,ANTONIO CARLOS GOMES DA SILVA,PRB,DIREITA,IURD,RS,1,0.862,0,0,1,103373,398563,0.89,0.00,0.23,0.00,0.00,0.00,0.33,0.17,0.00,0.98,0.45,0.70,0.80,895594.35,0.00,2500.00,0.00,0.00,0.00,770.00,0.00,3900.00,902764.35
584821,OSSESIO JOSE DA SILVA,PRB,DIREITA,IURD,PE,1,0.878,0,0,1,65939,398563,0.64,0.00,0.30,0.00,0.00,0.00,0.47,0.79,0.00,0.94,0.45,0.70,0.80,654699.58,0.00,4740.00,0.00,0.00,0.00,46033.15,0.00,9780.00,715252.73
586526,WAGNER BACH MARTINS,PRB,DIREITA,IURD,PA,1,0.848,1,0,1,158717,398563,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.45,0.70,0.80,790711.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,790711.00
581777,VINICIUS RAPOZO DE CARVALHO,PRB,DIREITA,IURD,SP,1,0.467,0,0,1,97862,398563,0.90,0.44,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.98,0.45,0.70,0.80,1221650.50,20000.00,0.00,0.00,0.00,0.00,1640.00,0.00,0.00,1243290.50
584822,SILVIO SERAFIM COSTA FILHO,PRB,DIREITA,,PE,1,0.782,0,0,0,109185,398563,0.70,0.00,0.33,0.32,0.00,0.93,0.01,0.17,0.00,0.98,0.45,0.70,0.80,1018375.69,0.00,5000.00,6000.00,0.00,148000.00,501.25,0.00,50.00,1177926.94
583370,LAFAYETTE LUIZ DOORGAL DE ANDRADA,PRB,DIREITA,,MG,1,0.650,0,0,0,103090,398563,0.96,0.00,0.00,0.31,0.12,0.00,0.76,0.75,0.00,0.98,0.45,0.70,0.80,1581330.06,0.00,0.00,10000.00,1500.00,0.00,54180.00,0.00,143400.00,1790410.06
581785,BENEDITO ROBERTO ALVES FERREIRA,PRB,DIREITA,IURD,SP,1,0.367,0,0,1,82097,398563,0.90,0.00,0.00,0.00,0.00,0.00,0.08,0.86,0.59,0.97,0.45,0.70,0.80,1241710.86,0.00,0.00,0.00,0.00,0.00,51500.00,3000.00,1000.00,1297210.86
583374,GILBERTO APARECIDO ABRAMO,PRB,DIREITA,IURD,MG,1,0.821,0,0,1,162092,398563,0.94,0.00,0.00,0.00,0.00,0.00,0.04,0.80,0.00,1.00,0.45,0.70,0.80,1410850.26,0.00,0.00,0.00,0.00,0.00,84363.20,0.00,500.00,1495713.46
581740,MILTON VIEIRA PINTO,PRB,DIREITA,IURD,SP,1,0.444,0,0,1,77413,398563,0.91,0.00,0.21,0.06,0.00,0.00,0.00,0.66,0.00,0.97,0.45,0.70,0.80,1303885.86,0.00,3000.00,1000.00,0.00,0.00,12000.00,0.00,0.00,1319885.86
581573,MARIA DO PARTO MENDES ROSAS,PRB,DIREITA,IURD,SP,1,0.301,1,1,1,71745,398563,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.45,0.70,0.80,2423442.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2423442.36
582747,JOÃO CAMPOS DE ARAÚJO,PRB,DIREITA,AD,GO,1,0.913,0,0,1,106014,398563,0.95,0.01,0.00,0.01,0.00,0.01,0.52,0.73,0.00,0.98,0.45,0.70,0.80,1517234.77,1300.00,0.00,500.00,0.00,500.00,34280.01,0.00,10500.00,1564314.78
581586,MARCOS ANTONIO PEREIRA,PRB,DIREITA,IURD,SP,1,0.720,1,0,1,139165,398563,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.00,0.99,0.45,0.70,0.80,2480722.48,0.00,0.00,0.00,0.00,0.00,15491.00,0.00,0.00,2496213.48
585374,LUIZ GOULARTE ALVES,PRB,DIREITA,,PR,1,0.487,0,0,0,141730,398563,0.72,0.00,0.00,0.00,0.58,0.64,0.67,0.71,0.00,1.00,0.45,0.70,0.80,650000.00,0.00,0.00,0.00,19500.00,20000.00,27830.00,0.00,76500.00,793830.00
584183,SILAS CÂMARA,PRB,DIREITA,AD,AM,1,0.960,0,0,1,117181,398563,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.98,0.45,0.70,0.80,1532186.39,0.00,0.00,0.00,0.00,0.00,13.20,0.00,0.00,1532199.59
581596,CELSO UBIRAJARA RUSSOMANNO,PRB,DIREITA,,SP,1,0.843,0,0,0,521728,398563,0.93,0.00,0.00,0.00,0.00,0.00,0.60,0.69,0.00,1.00,0.45,0.70,0.80,2115107.85,0.00,0.00,0.00,0.00,0.00,14500.00,0.00,27925.99,2157533.84
585724,JOSE AROLDO SOUZA MARTINS,PRB,DIREITA,IURD,PR,1,0.781,0,0,1,52572,398563,0.72,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.92,0.45,0.70,0.80,657249.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4050.00,661299.29
584198,ALBERTO BARROS CAVALCANTE NETO,PRB,DIREITA,Outras,AM,1,0.782,1,0,1,107168,398563,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.00,0.97,0.45,0.70,0.80,847903.39,0.00,0.00,0.00,0.00,0.00,36500.00,0.00,0.00,884403.39
579819,ROSANGELA DE SOUZA GOMES,PRB,DIREITA,IURD,RJ,1,0.719,0,1,1,63952,398563,0.97,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.99,0.45,0.70,0.80,1433492.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11080.00,1444572.27
583793,ALINE PARANHOS VARONIL GURGEL,PRB,DIREITA,IURD,AP,1,1.000,0,1,1,16519,398563,0.96,0.00,0.15,0.00,0.00,0.00,0.40,0.66,0.00,0.97,0.45,0.70,0.80,1952976.22,0.00,1500.00,0.00,0.00,0.00,130000.00,0.00,5500.00,2089976.22
585248,HUGO MOTTA WANDERLEY DA NÓBREGA,PRB,DIREITA,,PB,1,0.841,0,0,0,92468,398563,0.91,0.01,0.70,0.00,0.00,0.00,0.16,0.61,0.89,0.98,0.45,0.70,0.80,899508.16,8000.00,50000.00,0.00,0.00,0.00,7000.00,40000.00,1200.00,1005708.16
583104,JULIO CESAR RIBEIRO,PRB,DIREITA,IURD,DF,1,1.000,0,0,1,79775,398563,0.81,0.00,0.85,0.00,0.00,0.00,0.60,0.66,0.00,0.99,0.45,0.70,0.80,973819.19,0.00,566140.00,0.00,0.00,0.00,14520.00,0.00,20000.00,1574479.19
579905,JORGE BRAZ DE OLIVEIRA,PRB,DIREITA,IURD,RJ,1,0.643,0,0,1,58113,398563,0.90,0.00,0.00,0.00,0.00,0.00,0.29,0.82,0.78,0.99,0.45,0.70,0.80,384860.00,0.00,0.00,0.00,0.00,0.00,43550.00,13200.00,3300.00,444910.00
578460,JOHNATHAN PEREIRA DE JESUS,PRB,DIREITA,IURD,RR,1,1.000,0,0,1,13429,398563,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.45,0.70,0.80,945545.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,945545.00
578322,MANUEL MARCOS CARVALHO DE MESQUITA,PRB,DIREITA,IURD,AC,1,0.667,0,0,1,7489,398563,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.45,0.70,0.80,850000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,850000.00
579907,WAGNER MONTES DOS SANTOS,PRB,DIREITA,,RJ,1,0.853,0,0,0,65868,398563,0.93,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.99,0.45,0.70,0.80,772322.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,756.00,773078.50
583938,JOÃO INÁCIO RIBEIRO ROMA NETO,PRB,DIREITA,,BA,1,0.650,0,0,0,84455,398563,0.79,0.00,0.62,0.00,0.00,0.00,0.52,0.51,0.00,0.94,0.45,0.70,0.80,1000159.00,0.00,13150.00,0.00,0.00,0.00,5810.00,0.00,21950.00,1041069.00
580461,HÉLIO FRANCISCO DA COSTA,PRB,DIREITA,IURD,SC,1,0.899,1,0,1,179307,398563,0.84,0.00,0.27,0.00,0.00,0.00,0.40,0.61,0.00,1.00,0.45,0.70,0.80,786059.86,0.00,2900.00,0.00,0.00,0.00,9000.00,0.00,5913.20,803873.06
583940,MARCIO CARLOS MARINHO,PRB,DIREITA,IURD,BA,1,0.696,0,0,1,95204,398563,0.84,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.95,0.45,0.70,0.80,1649271.21,0.00,0.00,0.00,0.00,10000.00,0.00,0.00,0.00,1659271.21
583657,CLEBER VERDE CORDEIRO MENDES,PRB,DIREITA,AD,MA,1,0.877,0,0,1,101806,398563,0.67,0.00,0.82,0.50,0.00,0.00,0.83,0.71,0.00,0.96,0.45,0.70,0.80,945400.00,0.00,54000.00,10000.00,0.00,0.00,30000.00,0.00,53500.00,1092900.00
582715,AMARO ROCHA NASCIMENTO NETO,PRB,DIREITA,IURD,ES,1,0.936,0,0,1,181813,398563,0.94,0.00,0.00,0.00,1.00,0.00,0.09,0.54,0.00,1.00,0.45,0.70,0.80,1365000.00,0.00,0.00,0.00,75000.00,0.00,10494.00,0.00,954.00,1451448.00
583943,ACÁCIO DA SILVA FAVACHO NETO,PROS,CENTRO,,AP,1,0.960,0,0,0,19111,97291,0.88,0.00,0.39,0.00,0.00,0.17,0.54,0.63,0.00,0.99,0.05,0.30,0.40,720316.30,0.00,3800.00,0.00,0.00,1800.00,68986.00,0.00,12810.00,807712.30
586807,WELITON FERNANDES PRADO,PROS,CENTRO,Batista,MG,1,0.678,0,0,1,129199,97291,0.97,0.00,0.00,0.00,0.00,0.00,0.69,0.64,0.00,0.99,0.05,0.30,0.40,1682844.95,0.00,0.00,0.00,0.00,0.00,21800.00,0.00,80741.36,1785386.31
586791,EROS FERREIRA BIONDINI,PROS,CENTRO,,MG,1,0.847,0,0,0,157394,97291,0.91,0.00,0.29,0.00,0.00,0.41,0.58,0.61,0.00,1.00,0.05,0.30,0.40,1072572.11,0.00,4033.33,0.00,0.00,10000.00,17933.34,0.00,30473.82,1135012.60
583075,FRANCISCO VAIDON OLIVEIRA,PROS,CENTRO,,CE,1,0.516,0,0,0,30392,97291,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.84,0.05,0.30,0.40,870686.74,0.00,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,874686.74
582942,WAGNER SOUSA GOMES,PROS,CENTRO,,CE,1,0.933,0,0,0,303593,97291,0.62,0.00,0.20,0.00,0.00,0.00,0.38,0.69,0.00,1.00,0.05,0.30,0.40,300306.60,0.00,1800.00,0.00,0.00,0.00,25023.00,0.00,5616.00,332745.60
579917,ANTONIO WANDSCHEER,PROS,CENTRO,Outras,PR,1,0.627,0,0,1,72475,97291,0.69,0.01,0.07,0.00,0.30,0.87,0.21,0.45,0.00,0.94,0.05,0.30,0.40,446600.00,1040.00,1200.00,0.00,3240.00,1491773.39,5900.00,0.00,3000.00,1952753.39
578773,CLARISSA GAROTINHO BARROS ASSED MATHEUS DE OLIVEIRA,PROS,CENTRO,Metodista,RJ,1,0.796,0,1,1,35131,97291,0.99,0.00,0.00,0.00,0.00,0.00,0.31,0.44,0.00,0.95,0.05,0.30,0.40,1977051.50,0.00,0.00,0.00,0.00,0.00,3290.00,0.00,3600.00,1983941.50
579921,EMERSON MIGUEL PETRIV,PROS,CENTRO,,PR,1,0.381,0,0,0,90158,97291,0.00,0.00,0.00,0.00,0.00,0.83,0.71,0.40,0.00,0.96,0.05,0.30,0.40,0.00,0.00,0.00,0.00,0.00,150000.00,4200.00,0.00,100000.00,254200.00
